Key,SpritePath,Width,Height,NumFrames
1519,/NPCs/NewsPapaer/sprEditorGiveUp,35,22,5
1520,/NPCs/NewsPapaer/sprEditorDead,35,22,1
1521,/Enemies/Mafia/Idle/sprEMafiaIdlePhoneSilencer,32,32,2
1522,/NPCs/Tattoo/sprTattooerTalk,18,20,2
1523,/PlayerCharacters/Cobra/sprCobraMasks,9,12,4
1524,/PlayerCharacters/Cobra/sprCobraMasksBig,80,80,3
1525,/PlayerCharacters/Cobra/Idle/sprCobraPutOnMask,44,44,9
1526,/PlayerCharacters/Cobra/Idle/sprPutOnCobra,44,44,9
1527,/PlayerCharacters/Cobra/Idle/sprPutOnMamba,44,44,9
1528,/PlayerCharacters/Cobra/Idle/sprPutOnRattle,44,44,9
1529,/Furniture/Cobra/Tattoo/sprElisTattooBed,59,23,1
1530,/Furniture/Cobra/Tattoo/sprElisTattooChair,15,19,1
1531,/Furniture/Cobra/Tattoo/sprElisTattooRegister,128,19,1
1532,/Furniture/Cobra/Tattoo/sprTattooRegisterGlass,128,19,1
1533,/Furniture/Cobra/Tattoo/sprElisTattooEquipment,23,25,3
1534,/Furniture/Cobra/Tattoo/sprElisTattooLogo,41,30,1
1535,/Furniture/Cobra/Tattoo/sprElisTattooShelf,17,51,2
1536,/Furniture/Cobra/Tattoo/sprElisTattooTrophies,18,80,6
1537,/NPCs/Tattoo/sprTattooerWork,19,25,81
1538,/NPCs/Tattoo/sprTattooClient,24,59,81
1539,/Faces/sprFaceTattooer,70,70,12
1540,/Interface/VHS/sprMediumBlackDistortion,13,4,3
1541,/Interface/VHS/sprSmallBlackDistortion,8,2,4
1542,/Interface/VHS/sprMediumWhiteDistortion,13,4,3
1543,/Interface/VHS/sprSmallWhiteDistortion,8,2,4
1545,/Interface/VHS/sprite5,58,18,4
1546,/Interface/VHS/sprVCRSymbol,64,18,5
1548,/Interface/VHS/sprVCRSymbol2,68,28,5
1549,/PlayerCharacters/Cobra/Walk/sprCobraWalkSuitcase,44,44,8
1550,/Enemies/Police/Walk/sprPoliceWalkUnarmed,32,32,8
1551,/Enemies/Police/Walk/sprPoliceWalk9mm,44,32,8
1552,/Enemies/Police/Attack/sprPoliceAttack9mm,44,32,2
1553,/Enemies/Police/Walk/sprPoliceWalkStick,48,44,8
1554,/Enemies/Police/Walk/sprPoliceLegs,32,32,16
1555,/Enemies/Police/Dead/sprPoliceGetUp,60,32,7
1556,/Enemies/Police/Dead/sprPoliceGetUpLean,35,32,5
1558,/Enemies/Police/Walk/sprPoliceWalkShotgun,44,32,8
1559,/Enemies/Police/Attack/sprPoliceAttackShotgun,44,32,13
1560,/Enemies/Police/Attack/sprPoliceAttackStick,48,44,8
1561,/Enemies/Police/Dead/sprPoliceDeadBlunt,64,64,12
1562,/Enemies/Police/Dead/sprPoliceDeadMachinegun,64,64,12
1563,/Enemies/Police/Dead/sprPoliceDeadShotgun,64,64,9
1564,/Enemies/Police/Dead/sprPoliceDieBlunt,60,40,12
1565,/Enemies/Police/Dead/sprPoliceDieStomp,60,40,4
1567,/Weapons/sprStick,14,5,1
1568,/Enemies/Police/Dead/sprPoliceDeadLeanShot,26,34,2
1569,/Enemies/Police/Dead/sprPoliceDeadLeanShotgun,26,34,2
1570,/Enemies/Police/Fat/sprFatPoliceWalk,32,32,8
1571,/Enemies/Police/Fat/sprFatPoliceDead,54,54,3
1572,/Enemies/Police/Fat/sprFatPoliceAttack,32,32,21
1573,/Enemies/Police/Fat/sprFatPoliceDying,32,32,11
1574,/Enemies/Police/Fat/sprFatPoliceHat,7,8,2
1575,/PlayerCharacters/PigButcher/Attack/sprPigAttackStick,44,44,9
1576,/PlayerCharacters/PigButcher/Attack/sprPigAttackTaser,38,32,13
1577,/PlayerCharacters/PigButcher/Dead/sprPigDeadTaser,60,40,2
1578,/PlayerCharacters/PigButcher/Walk/sprPigWalkStick,32,32,8
1579,/PlayerCharacters/PigButcher/Walk/sprPigWalkTaser,38,32,8
1580,/Weapons/sprTaser,9,4,1
1581,/PlayerCharacters/PigButcher/Finish/sprPigKillStick,44,44,8
1582,/Enemies/Police/Dead/sprPoliceDeadTaser,53,35,2
1583,/PlayerCharacters/PigButcher/Walk/sprPigWalk9mm,50,32,8
1584,/PlayerCharacters/PigButcher/Walk/sprPigWalkShotgun,56,32,8
1585,/PlayerCharacters/PigButcher/Attack/sprPigAttackShotgun,56,32,13
1586,/PlayerCharacters/PigButcher/Attack/sprPigAttack9mm,50,32,2
1587,/Furniture/PigButcher/PoliceStation/sprMetalDetectorOff,15,40,1
1589,/Furniture/PigButcher/PoliceStation/sprELisPoliceDesk,36,30,6
1590,/Furniture/PigButcher/PoliceStation/sprELisPoliceFileCabinet,30,20,5
1591,/Furniture/PigButcher/PoliceStation/sprELisPoliceInterrogationDesk,108,37,1
1592,/Furniture/PigButcher/PoliceStation/sprELisTrashCan,15,15,3
1593,/Furniture/PigButcher/PoliceStation/sprELisCellBed,50,21,3
1594,/Walls/sprCellDoorH,32,6,1
1595,/Furniture/PigButcher/PoliceStation/sprELisCamera,7,4,1
1596,/Furniture/PigButcher/PoliceStation/sprCellWall,32,9,1
1597,/Furniture/PigButcher/PoliceStation/sprELisCellToilet,26,15,1
1598,/PlayerCharacters/PigButcher/Dead/sprPigDeadShot,55,32,3
1599,/PlayerCharacters/PigButcher/Idle/sprPigTakePhone,32,32,4
1600,/PlayerCharacters/PigButcher/Idle/sprPigPutOnMask,30,36,18
1601,/Enemies/Police/Idle/sprPoliceKnock,32,32,25
1602,/Enemies/Police/Idle/sprPoliceSlide,32,32,8
1603,/Enemies/Police/Idle/sprPoliceMask,32,32,6
1604,/Enemies/Police/Idle/sprPoliceThrowMask,32,32,7
1605,/Faces/sprFacePigPsycho,120,100,4
1606,/Faces/sprFacePoliceInterrogation,70,77,8
1607,/PlayerCharacters/PigButcher/Idle/sprPigTalk,30,36,2
1608,/Furniture/PigButcher/PoliceStation/sprPoliceDeskPig,48,25,2
1609,/Walls/sprBarsH,32,8,1
1610,/Walls/sprBarsV,8,32,1
1611,/Furniture/PigButcher/PoliceStation/sprPoliceChairPig,25,18,2
1612,/Faces/sprFacePigSilent,120,100,1
1613,/PlayerCharacters/PigButcher/Idle/sprPigBreakNeck,44,44,11
1614,/Enemies/Police/Dead/sprPoliceDeadNeck,48,23,1
1615,/Enemies/Police/Idle/sprPoliceUnlock,32,32,12
1616,/Furniture/PigButcher/PoliceStation/sprELisPolicePhone1,25,20,11
1617,/Furniture/PigButcher/PoliceStation/sprELisPolicePhone2,25,20,3
1618,/Furniture/PigButcher/PoliceStation/sprELisPolicePhoneTable,50,22,3
1619,/Furniture/PigButcher/PoliceStation/sprELisPoliceRecorder,24,48,27
1620,/Furniture/PigButcher/PoliceStation/sprELisPoliceSpeakerBooth,30,30,1
1621,/Furniture/PigButcher/PoliceStation/sprELisPoliceSpeakerDesk,30,40,3
1622,/Furniture/PigButcher/PoliceStation/sprCamera,8,5,10
1623,/Furniture/PigButcher/PoliceStation/sprELisPoliceForensicsTable,100,23,4
1624,/Furniture/PigButcher/PoliceStation/sprELisPoliceCoffeeTable,80,30,1
1625,/Furniture/PigButcher/PoliceStation/sprELisPoliceArmChair,24,32,1
1626,/Furniture/PigButcher/PoliceStation/sprELisPoliceCouch,24,48,2
1627,/Furniture/PigButcher/PoliceStation/sprELisPoliceReception,40,120,1
1628,/Furniture/PigButcher/PoliceStation/sprELisPoliceBlackBoard,128,6,1
1629,/NPCs/Interrogation/sprVictim5DrawGun,42,32,11
1630,/NPCs/Interrogation/sprVictim5AttackGun,36,32,37
1631,/NPCs/Interrogation/sprVictim5WalkGun,36,32,8
1632,/Enemies/Police/Idle/sprPoliceFallChair,60,60,6
1633,/Furniture/PigButcher/PoliceStation/sprELisPoliceRelaxTable,50,23,1
1634,/NPCs/Nicke/sprPrisoner1,32,32,27
1636,/smokebackground/sprSpread,96,96,29
1637,/Enemies/Police/Fat/sprFatPoliceHandsUp,32,32,5
1638,/Enemies/Police/Idle/sprPoliceChairWeigh,32,60,9
1639,/Furniture/PigButcher/PoliceStation/sprELisSpeakerTable,14,68,1
1640,/PlayerCharacters/PigButcher/Dead/sprPigDeadGirl,60,40,37
1641,/Faces/sprFaceGirlAngry,77,77,12
1642,/PlayerCharacters/PigButcher/Idle/sprPigUnlock,32,32,17
1643,/sprMaskCollisionFree,8,8,1
1644,/Furniture/PigButcher/PoliceStation/sprPoliceInterrogationTable,92,22,1
1645,/Furniture/Writer/Subway/sprELisTrainSeatsDouble,32,36,1
1646,/Furniture/Writer/Subway/sprELisTrainSeatsLine,69,18,1
1647,/Furniture/Writer/Subway/sprELisHandles,8,22,1
1648,/Furniture/Writer/Subway/sprELisTrainStandHandles,96,22,1
1649,/Walls/sprSubwayWallH,32,8,1
1650,/Walls/sprSubwayWindowH,64,8,1
1651,/Furniture/Writer/Subway/sprELisTrainLeanHandles,96,22,1
1652,/Furniture/Writer/Subway/sprELisSubwayDoors,128,32,21
1653,/Faces/sprFaceWriterWife,77,77,12
1654,/PlayerCharacters/Writer/Idle/sprWriterSit,32,32,4
1655,/PlayerCharacters/Writer/Idle/sprWriterGiveCard,32,32,5
1656,/PlayerCharacters/Writer/Walk/sprWriterLegs,32,32,16
1657,/PlayerCharacters/Writer/Idle/sprWriterWalk,32,32,8
1658,/NPCs/Hobo/sprHoboPutOnMask,32,32,4
1659,/NPCs/Hobo/sprHoboMoney,32,32,7
1660,/NPCs/Hobo/sprHoboRooster,32,32,1
1661,/NPCs/Hobo/sprHoboTakeOffMask,32,32,4
1662,/NPCs/Hobo/sprHoboWalkUnarmed,32,32,8
1663,/NPCs/Hobo/sprPutOnRooster,32,32,4
1664,/NPCs/Hobo/sprRoosterMask,12,8,1
1665,/NPCs/Subway/sprBoy2Subway,32,32,1
1666,/NPCs/Subway/sprGirl1Subway,18,24,1
1667,/NPCs/Subway/sprWoman1Subway,18,24,1
1668,/NPCs/Subway/sprBoy1Subway,18,20,1
1669,/NPCs/Subway/sprMan1Subway,35,22,1
1670,/Faces/sprFaceHobo,76,100,12
1671,/Faces/sprFaceWriter,67,70,12
1672,/NPCs/Hobo/sprTakeOffRooster,32,32,4
1673,/Enemies/Police/Idle/sprPoliceEat,17,20,17
1674,/Enemies/Police/Idle/sprPoliceNoHat,32,32,3
1675,/Enemies/Police/Idle/sprPoliceTakingFood,32,32,14
1676,/NPCs/Interrogation/sprAssistant,47,47,23
1677,/Furniture/PigButcher/MovieSet/sprELisMovieBuffe,79,27,1
1678,/Furniture/PigButcher/MovieSet/sprELisMovieDishes,40,32,1
1679,/Furniture/PigButcher/Apartment/sprELisPigCouch,64,27,1
1680,/Furniture/PigButcher/Apartment/sprELisPigDinnerTable,50,40,1
1681,/Furniture/PigButcher/Apartment/sprELisPigKitchenCounter,30,30,1
1682,/Furniture/PigButcher/Apartment/sprELisPigKitchenShelf,30,30,1
1683,/Furniture/PigButcher/Apartment/sprELisPigKitchenTable,50,23,1
1684,/Furniture/PigButcher/Apartment/sprELisPigPhone,15,16,2
1685,/Furniture/PigButcher/Apartment/sprScript,25,16,1
1686,/Faces/sprFacePigPhone,29,84,1
1687,/Enemies/Police/Fat/sprFatPolicePlate,32,32,1
1688,/Faces/sprFaceGirl,77,77,8
1689,/Furniture/PigButcher/Apartment/sprPigTub,64,42,1
1690,/Furniture/PigButcher/Apartment/sprPigChain,64,42,2
1691,/NPCs/PigApartment/sprGirlLockPick,25,13,30
1692,/PlayerCharacters/PigButcher/Idle/sprPigSleeping,60,40,11
1693,/Furniture/PigButcher/Apartment/sprPigPaper,68,41,1
1694,/Furniture/PigButcher/Apartment/sprPigTV,33,28,2
1695,/NPCs/PigApartment/sprVictim5Look,32,30,8
1696,/Faces/sprFaceScript,75,86,1
1697,/Faces/sprFacePigMask,96,80,1
1698,/Faces/sprFacePoliceScared,70,77,8
1699,/Misc/sprKeys,11,9,1
1700,/part/sprSun,160,160,1
1701,/part/Flock/sprPartBird,12,12,5
1702,/Furniture/Writer/Court/sprELisCourtBench,169,20,1
1703,/Furniture/Writer/Court/sprELisCourtChair,22,22,1
1704,/Furniture/Writer/Court/sprELisCourtPodium,180,36,1
1705,/Furniture/Writer/Court/sprELisCourtReporterTable,43,32,3
1706,/Furniture/Writer/Court/sprCourtTable,61,34,2
1707,/Furniture/Writer/Court/sprELisCourtJurySeats,64,144,1
1708,/Furniture/Writer/Court/sprELisCourtLogo,53,50,1
1709,/NPCs/Court/sprJacketCourt,32,32,14
1710,/NPCs/Court/sprCourtReporter,16,13,4
1711,/NPCs/Court/sprJudge,32,24,7
1712,/NPCs/Court/sprJurors,30,30,10
1713,/NPCs/Court/sprJuror1Idle,32,32,10
1714,/NPCs/Court/sprJuror2Idle,32,32,6
1715,/NPCs/Court/sprProsecutor,32,32,20
1716,/Furniture/Writer/Court/sprCourtBigTable,96,34,2
1717,/Furniture/Writer/Court/sprELisCourtFence,696,10,1
1719,/PlayerCharacters/Writer/Idle/sprWriterWrite,32,32,11
1720,/NPCs/Court/sprInspectorWitness,23,15,1
1721,/Faces/sprFaceJudge,70,70,12
1722,/Faces/sprFaceProsecutor,58,68,12
1723,/Faces/sprFaceInspector,70,75,12
1724,/Faces/sprFaceLawyer,58,68,12
1725,/NPCs/Court/sprProsecutorSit,30,30,1
1726,/NPCs/Court/sprLawyer,32,32,20
1727,/NPCs/Court/sprLawyerSit,30,30,1
1728,/PlayerCharacters/Writer/Idle/sprWriterStand,32,32,6
1729,/Faces/sprFacePhone,29,84,1
1730,/PlayerCharacters/Writer/Idle/sprWriterPhone,32,32,16
1731,/Cars/Taxi/sprTaxi,107,46,1
1732,/Cars/Taxi/sprTaxiDoor,23,11,1
1733,/Cars/Taxi/sprTaxiFloor,107,46,1
1734,/Cars/Taxi/sprTaxiMask,107,46,1
1735,/PlayerCharacters/Swan/Walk/sprSwanWalkChainsaw,50,40,8
1736,/PlayerCharacters/Swan/Attack/sprSwanAttackChainsaw,50,40,9
1737,/PlayerCharacters/Swan/Attack/sprSwanAttack9mm,44,35,2
1738,/PlayerCharacters/Swan/Attack/sprSwanAttackShotgun,45,24,13
1739,/PlayerCharacters/Swan/Attack/sprSwanAttackUzi,44,44,2
1740,/PlayerCharacters/Swan/Walk/sprSwanWalk9mm,44,35,8
1741,/PlayerCharacters/Swan/Walk/sprSwanWalkUzi,44,44,8
1742,/PlayerCharacters/Swan/Walk/sprSwanWalkShotgun,45,24,8
1743,/PlayerCharacters/Swan/Dead/sprSwanDeadCut,64,40,3
1744,/PlayerCharacters/Swan/Dead/sprSwanDeadShotgun,64,40,3
1745,/PlayerCharacters/Swan/Dead/sprSwanDeadMachinegun,64,40,3
1746,/PlayerCharacters/Swan/Dead/sprSwanGiveUp,35,35,5
1747,/PlayerCharacters/Swan/Dead/sprSwanDeadBlunt,64,40,3
1748,/PlayerCharacters/Swan/Kills/sprSwanKillChainsaw1,50,40,18
1749,/PlayerCharacters/Swan/Kills/sprSwanKillChainsaw2,50,40,20
1750,/Enemies/Gang/Dead/sprEGangDieChainsaw1,60,40,18
1751,/Enemies/Gang/Dead/sprEGangDieChainsaw2,60,40,21
1752,/Enemies/Gang/Dead/Pieces/sprEGangDeadPieces,64,64,8
1753,/Enemies/Gang/Dead/sprEGangDeadChainsaw,64,64,3
1754,/Weapons/sprChainsaw,19,7,1
1755,/PlayerCharacters/Swan/Idle/sprSwanStartChainsaw,50,40,22
1756,/NPCs/Henchman/Highway/sprHenchmanCar1,103,45,5
1757,/NPCs/Henchman/Highway/sprHenchmanCar3,103,45,5
1758,/NPCs/Henchman/Highway/sprMoney1,8,8,21
1759,/NPCs/Henchman/Highway/sprMoney2,8,8,8
1760,/NPCs/Henchman/Highway/sprMoney3,8,8,21
1761,/NPCs/Henchman/Highway/sprPalmTreeTop,96,96,1
1762,/Faces/sprFaceRadio,86,38,4
1763,/Faces/sprFaceHenchman,60,70,12
1764,/Enemies/Gang/Dead/sprEGangDieChainsawLean,44,34,14
1765,/PlayerCharacters/Swan/Kills/sprSwanKillChainsawLean,50,40,14
1766,/Enemies/Dog/sprDogWalk,60,16,8
1767,/Enemies/Dog/sprDogEat,60,16,12
1768,/Enemies/Dog/sprDogRun,60,16,5
1769,/Enemies/Dog/Dead/sprDogDeadBlunt,50,40,3
1770,/Enemies/Dog/Dead/sprDogDeadCut,60,32,3
1771,/Enemies/Dog/Dead/sprDogDeadShot,60,24,3
1772,/PlayerCharacters/sprPlayerDeadDog,60,60,16
1773,/PlayerCharacters/Bear/Walk/sprBearWalkSpecial,32,32,2
1774,/PlayerCharacters/Bear/Walk/sprBearArm,38,16,2
1775,/PlayerCharacters/Bear/Idle/sprBearHolsterWeapons,50,32,9
1777,/Walls/sprAtticSpaceDoorV,6,33,1
1778,/Walls/sprAtticSpaceDoorH,32,4,1
1779,/PlayerCharacters/Henchman/Walk/sprHenchmanWalk9mm,50,25,8
1780,/PlayerCharacters/Henchman/Walk/sprHenchmanWalkBat,46,46,8
1781,/PlayerCharacters/Henchman/Walk/sprHenchmanWalkChain,46,46,8
1782,/PlayerCharacters/Henchman/Walk/sprHenchmanWalkKnife,46,46,8
1783,/PlayerCharacters/Henchman/Walk/sprHenchmanWalkPipe,46,46,8
1784,/PlayerCharacters/Henchman/Walk/sprHenchmanWalkShotgun,45,24,8
1785,/PlayerCharacters/Henchman/Walk/sprHenchmanWalkSilencer,50,25,8
1786,/PlayerCharacters/Henchman/Walk/sprHenchmanWalkUnarmed,32,32,8
1787,/PlayerCharacters/Henchman/Walk/sprHenchmanWalkUzi,50,25,8
1788,/PlayerCharacters/Henchman/Attack/sprHenchmanAttack9mm,50,25,2
1789,/PlayerCharacters/Henchman/Attack/sprHenchmanAttackBat,46,46,9
1790,/PlayerCharacters/Henchman/Attack/sprHenchmanAttackChain,46,46,9
1791,/PlayerCharacters/Henchman/Attack/sprHenchmanAttackKnife,46,46,9
1792,/PlayerCharacters/Henchman/Attack/sprHenchmanAttackPipe,46,46,9
1793,/PlayerCharacters/Henchman/Attack/sprHenchmanAttackShotgun,45,24,13
1794,/PlayerCharacters/Henchman/Attack/sprHenchmanAttackSilencer,50,25,2
1795,/PlayerCharacters/Henchman/Attack/sprHenchmanAttackUzi,50,25,2
1796,/PlayerCharacters/Henchman/Dead/sprHenchmanDeadBlunt,64,40,3
1797,/PlayerCharacters/Henchman/Dead/sprHenchmanDeadCut,64,40,3
1798,/PlayerCharacters/Henchman/Dead/sprHenchmanDeadMachinegun,64,40,3
1799,/PlayerCharacters/Henchman/Dead/sprHenchmanDeadShotgun,64,64,3
1800,/PlayerCharacters/Henchman/Finish/sprHenchmanKillBat,60,32,8
1801,/PlayerCharacters/Henchman/Finish/sprHenchmanKillChain,60,60,14
1802,/PlayerCharacters/Henchman/Finish/sprHenchmanKillKnife,40,40,8
1803,/PlayerCharacters/Henchman/Finish/sprHenchmanKillPipe,60,32,8
1804,/PlayerCharacters/Henchman/Finish/sprHenchmanKillBash,64,38,4
1805,/PlayerCharacters/Henchman/Finish/sprHenchmanKillLean,44,35,10
1806,/PlayerCharacters/Henchman/Idle/sprHenchmanCockGun,50,32,26
1807,/PlayerCharacters/Henchman/Attack/sprHenchmanAttackPunch,50,32,7
1808,/PlayerCharacters/Zebra/Walk/sprZebraRoll,50,32,17
1809,/PlayerCharacters/Tiger/Finish/sprTigerKillDog,60,40,18
1810,/PlayerCharacters/Bear/Walk/sprBearWalk9mm,50,32,8
1811,/PlayerCharacters/Bear/Walk/sprBearWalkBat,44,44,8
1812,/PlayerCharacters/Bear/Walk/sprBearWalkKnife,44,44,8
1814,/PlayerCharacters/Bear/Walk/sprBearWalkUnarmedBack,32,32,8
1815,/PlayerCharacters/Bear/Walk/sprBearWalkUzi,50,32,8
1816,/PlayerCharacters/Bear/Attack/sprBearAttack9mm,50,32,2
1817,/PlayerCharacters/Bear/Attack/sprBearAttackBat,44,44,9
1818,/PlayerCharacters/Bear/Attack/sprBearAttackKnife,44,44,9
1819,/PlayerCharacters/Bear/Attack/sprBearAttackPipe,44,44,9
1820,/PlayerCharacters/Bear/Attack/sprBearAttackUzi,50,32,2
1821,/PlayerCharacters/Bear/Dead/sprBearDeadMelee,55,36,4
1822,/PlayerCharacters/Bear/Dead/sprBearDeadShot,55,30,3
1823,/PlayerCharacters/Bear/Kills/sprBearKillBat,44,32,8
1824,/PlayerCharacters/Bear/Kills/sprBearKillKnife,44,44,8
1825,/PlayerCharacters/Bear/Kills/sprBearKillPipe,44,32,8
1826,/PlayerCharacters/Bear/Kills/sprBearKillLean,40,32,10
1827,/PlayerCharacters/Bear/Idle/sprBearReloadWeapons,50,32,17
1830,/PlayerCharacters/Bear/Attack/sprBearAttackChain,44,44,9
1831,/PlayerCharacters/Bear/Attack/sprBearAttackShotgun,56,32,18
1832,/PlayerCharacters/Bear/Walk/sprBearWalkShotgun,56,32,8
1833,/PlayerCharacters/Bear/Walk/sprBearWalkChain,44,44,8
1834,/PlayerCharacters/Bear/Kills/sprBearKillChain,44,38,14
1835,/PlayerCharacters/Bear/Attack/sprBearAttackPunch,44,32,6
1836,/PlayerCharacters/Bear/Kills/sprBearStompSpecial,32,32,11
1837,/PlayerCharacters/Bear/Walk/sprBearTurnSpecial,32,32,3
1838,/PlayerCharacters/Henchman/Idle/sprHenchmanPhone,30,37,45
1839,/PlayerCharacters/Henchman/Idle/sprHenchmanThrow,30,37,15
1840,/Faces/sprFaceCellPhone,37,112,1
1841,/Misc/sprCellPhone,6,10,1
1842,/Furniture/Henchman/ChopShop/sprELisFerrari,103,43,2
1843,/Furniture/Henchman/ChopShop/sprELisLambourghini,103,53,2
1844,/Furniture/Henchman/ChopShop/sprELisMustang,97,46,2
1845,/Furniture/Henchman/ChopShop/sprELisWinnebago,133,51,1
1846,/Furniture/Henchman/ChopShop/sprELisCarFinishHose,110,18,1
1847,/Furniture/Henchman/ChopShop/sprELisEngineLift,50,40,5
1848,/Furniture/Henchman/ChopShop/sprELisAcadoGT,107,47,1
1849,/Furniture/Henchman/ChopShop/sprELisCarFinishSupplies,80,24,3
1850,/Furniture/Henchman/ChopShop/sprELisCarLocker,16,24,3
1851,/Furniture/Henchman/ChopShop/sprELisCarPartsShelf,80,24,6
1852,/Furniture/Henchman/ChopShop/sprELisCarSuppliesLocker,48,24,5
1853,/Furniture/Henchman/ChopShop/sprELisCarSuppliesShelf,80,24,6
1854,/Furniture/Henchman/ChopShop/sprELisWashBucket,11,11,1
1855,/Furniture/Henchman/ChopShop/sprELisCarWashHose,71,27,2
1856,/Furniture/Henchman/ChopShop/sprELisCarVacuum,28,30,1
1857,/Furniture/Henchman/ChopShop/sprELisCarWorkTable,50,21,3
1858,/Furniture/Henchman/ChopShop/sprELisCarTyre,25,15,1
1859,/Furniture/Henchman/ChopShop/sprELisCarWashSupplies,80,24,2
1860,/Furniture/Henchman/ChopShop/sprELisCarLift,35,20,1
1861,/Furniture/Henchman/ChopShop/sprELisPoolTable,70,40,1
1862,/Walls/sprRailsDownMask,32,10,1
1863,/Walls/sprRailsUpMask,32,10,1
1864,/Walls/sprRailsLeftMask,10,32,1
1865,/Walls/sprRailsRightMask,10,32,1
1866,/Furniture/Fans/Squat/sprELisFootBall,12,8,1
1867,/Furniture/Fans/Squat/sprELisBox,33,23,6
1868,/Furniture/Fans/Squat/sprELisBoxSmall,22,17,3
1869,/Furniture/Fans/Squat/sprBrokenWallH,32,40,1
1870,/Furniture/Fans/Squat/sprBrokenWallV,40,32,1
1871,/Furniture/Fans/Squat/sprELisAtticParty,160,128,1
1872,/Furniture/Fans/Squat/sprELisHomelessBed,52,32,1
1873,/Furniture/Fans/Squat/sprElisHookah,49,37,2
1874,/Effects/Water/sprWaterPool,48,48,24
1875,/Furniture/Fans/HQ/sprELisFansCouch2,120,26,1
1876,/PlayerCharacters/Tiger/Idle/sprTigerDrink,32,32,15
1877,/PlayerCharacters/Swan/Idle/sprSwanRollJoint,32,32,15
1878,/PlayerCharacters/Swan/Idle/sprSwan2Sitting,25,30,8
1879,/PlayerCharacters/Bear/Idle/sprBearCheckGun,50,32,21
1881,/Faces/sprMaskSwan2,120,120,1
1882,/Cars/FansVan/sprFansVanRepair1,150,57,14
1883,/Cars/FansVan/sprFansVanRepair2,150,57,13
1884,/Cars/FansVan/sprFansVanBottom2,150,57,1
1885,/Cars/FansVan/sprFansVanRepairMask,150,57,1
1886,/Cars/FansVan/sprFansVanRepair,150,57,13
1887,/sprStreetLight,16,48,2
1888,/NPCs/Henchman/Highway/sprHenchmanCar2,103,45,5
1889,/NPCs/Squat/sprSisterIdle,36,32,2
1890,/NPCs/Squat/sprSisterDrawGun,36,32,4
1891,/Faces/sprFaceSister,77,77,12
1892,/NPCs/Squat/sprSisterShoot,36,32,2
1893,/NPCs/Henchman/Highway/sprELisCarWreck,116,48,6
1894,/NPCs/Henchman/Highway/sprELisSkeletonParts,10,18,6
1895,/NPCs/Henchman/Highway/sprELisSkeletons,35,64,9
1896,/Furniture/Henchman/Home/sprELisHenchmanGlassTable,24,48,2
1897,/NPCs/Court/Reporters/sprReporter1,32,32,4
1898,/NPCs/Court/Reporters/sprInterviewed1,32,32,2
1899,/Furniture/Henchman/Home/sprELisCat,25,25,8
1900,/Furniture/Henchman/Home/sprCatWake,25,25,10
1901,/Furniture/Henchman/Home/sprElisHenchmanAquarium,21,50,6
1902,/Furniture/Henchman/Home/sprELisHenchmanBed,62,61,1
1903,/NPCs/Henchman/Home/sprHenchmanGirlfriend,22,28,2
1904,/Furniture/Henchman/Home/sprELisGlassWall,6,118,1
1905,/Furniture/Henchman/Home/sprELisKitchenIsland,106,34,1
1906,/Furniture/Henchman/Home/sprELisHenchmanMinibar,18,19,1
1907,/Furniture/Henchman/Home/sprELisHenchmanTrophies,50,17,1
1908,/Furniture/Henchman/Home/sprELisHenchmanTVStereo,26,88,2
1909,/Furniture/Henchman/Home/sprELisHenchmanGunCabinet,18,80,1
1910,/Furniture/Henchman/Home/sprELisPoolRack,44,5,1
1911,/Furniture/Henchman/Home/sprELisTigerFur,40,60,1
1912,/Furniture/Henchman/Home/sprELisExerciseBike,27,16,4
1913,/Furniture/Henchman/Home/sprELisHenchmanBar,22,70,1
1914,/Furniture/Henchman/Home/sprELisHenchmanPhone,20,20,1
1915,/Faces/sprFaceSoldier,70,70,4
1916,/Faces/sprFaceHenchmanGirlfriend,120,100,20
1917,/Furniture/Henchman/Home/sprELisHenchmanKitchen,23,120,1
1918,/Furniture/General/sprELisBarStool,18,15,1
1919,/Furniture/Henchman/Home/sprELisHenchmanBarStool,12,12,1
1920,/Furniture/Henchman/Home/sprHenchmanBedSpecial,62,61,2
1921,/Furniture/Henchman/Home/sprHenchmanBedColor,54,52,1
1923,/sprGlassSurface,32,32,1
1924,/Walls/sprBrickWindowV,8,32,3
1925,/Walls/sprWoodWindowH,32,8,3
1926,/NPCs/Henchman/ChopShop/sprAndy,32,32,6
1927,/Enemies/Gang/Idle/sprEGangIdleMoney,32,40,18
1928,/Misc/sprMoneyBag,24,20,1
1929,/PlayerCharacters/Henchman/Walk/sprHenchmanWalkBag,32,40,8
1930,/Furniture/Henchman/ChopShop/sprELisSafe,43,43,2
1931,/Furniture/Henchman/ChopShop/sprELisCarDesk,55,31,1
1932,/Faces/sprFaceAndy,60,70,12
1933,/Cars/HenchmanCar/sprHenchmanCar,89,44,1
1934,/Cars/HenchmanCar/sprHenchmanCarDoor,89,44,1
1935,/Cars/HenchmanCar/sprHenchmanCarFloor,89,44,1
1936,/Cars/HenchmanCar/sprHenchmanCarStart,89,44,4
1937,/PlayerCharacters/Henchman/Idle/sprHenchmanSleepy,32,32,36
1938,/Furniture/Henchman/ChopShop/sprELisCarDiningTable,83,44,1
